Customer ID,Age,Monthly Purchase Amount 1,Monthly Purchase Amount 2,Monthly Purchase Amount 3,Monthly Purchase Amount 4,Monthly Purchase Amount 5,Monthly Purchase Amount 6,Monthly Purchase Frequency 1,Monthly Purchase Frequency 2,Monthly Purchase Frequency 3,Monthly Purchase Frequency 4,Monthly Purchase Frequency 5,Monthly Purchase Frequency 6,Credit Score,Credit Limit,Payment Status,Rating,Repeat Usage
828,48,39183199,67829294,26350637,15500860,45291688,25549864,0,15,29,25,5,30,312,5000000,Yes,4,Yes
829,30,3066207,56308430,61911501,3216454,6062149,33551786,26,0,27,20,29,23,380,5000000,No,4,Yes
830,58,60919403,7141033,25222928,46403387,7586606,48456323,7,5,20,14,11,2,396,5000000,Yes,3,No
831,60,51724516,6332402,4499818,42231182,69671626,14438582,7,3,18,0,22,16,515,5000000,No,5,Yes
832,60,46322582,62644291,53977939,49845443,8901555,2419942,0,28,8,14,29,16,509,5000000,No,3,No
833,32,33959004,41733305,1791882,63649169,28150409,28859003,2,21,15,19,23,9,330,5000000,No,3,No
834,50,19375293,30666265,40763547,29567423,27684321,20839651,13,8,24,18,22,12,416,5000000,Yes,4,Yes
835,60,11485917,12336253,60393861,61607013,54004665,58239350,15,3,2,19,13,29,471,5000000,No,3,Yes
836,60,19974594,27523536,691223,46812571,2859463,62689266,26,27,19,29,1,19,501,5000000,Yes,3,Yes
837,29,19795313,44461129,66487178,56859304,68493767,23067165,20,15,10,0,23,3,444,5000000,Yes,5,Yes
838,48,47083775,14127098,10735290,59305250,16102998,29663456,9,15,26,17,14,0,361,5000000,Yes,5,Yes
839,25,56856805,63603393,59452371,46782137,59246995,32147998,9,23,28,6,7,17,403,5000000,No,4,Yes
840,51,40216950,27358033,42888700,41050918,8421822,20035912,20,6,3,18,12,13,484,5000000,Yes,3,Yes
841,21,37687418,20227298,33277119,64379026,58221636,66275810,2,5,14,8,19,24,499,5000000,No,4,Yes
842,42,44683155,66743952,29184685,42217637,31948093,43427020,9,27,27,28,12,22,477,5000000,Yes,5,Yes
843,32,66761975,56985018,15006016,48383222,28995687,5923850,29,7,7,2,26,26,391,5000000,No,2,No
844,55,3251246,35856027,47644427,65374760,28292239,32022892,23,27,19,11,13,4,345,5000000,Yes,3,Yes
845,37,10833595,21971010,46657633,41413632,53866570,67023432,14,20,0,5,11,10,461,5000000,Yes,3,Yes
846,56,66546690,28034212,55656102,37847816,43535056,28916453,29,8,16,15,2,19,406,5000000,No,4,Yes
847,37,57061779,29354767,22500372,16950565,10807488,31581651,20,5,7,12,8,7,352,5000000,No,4,Yes
848,50,26956952,53990489,8913077,33704788,15767935,48091648,9,1,26,28,0,27,340,5000000,Yes,4,Yes
849,62,55853972,3957386,33775183,26061228,48295187,53382784,10,21,25,17,27,23,350,5000000,No,4,Yes
850,48,21635513,23891561,2186739,1574438,68708141,63358431,15,8,5,9,12,23,455,5000000,No,5,Yes
851,44,27289110,45457607,59543096,6581396,20480084,1421873,28,4,27,14,13,8,427,5000000,Yes,5,Yes
852,63,32654205,647591,17391864,43745009,49697865,50595245,22,25,17,24,26,7,415,5000000,Yes,5,Yes
853,61,35531126,3544058,35299412,48313523,33843268,5821934,27,26,28,1,12,14,391,5000000,Yes,3,Yes
854,50,9131568,53987281,38411614,32880168,55577982,59089827,0,18,11,18,4,13,375,5000000,No,5,Yes
855,50,14371431,68154879,19207401,32814008,12313486,8504875,11,12,15,11,16,13,316,5000000,No,5,Yes
856,37,34128944,50934640,22319551,18536550,34594392,52903332,26,23,18,30,5,26,463,5000000,Yes,5,Yes
857,46,52891945,2872221,48406155,5110414,4587555,21418903,5,6,22,23,30,3,331,5000000,Yes,3,Yes
858,63,36937373,25827168,14161672,1318951,17507211,66175916,29,28,30,10,28,13,388,5000000,No,4,Yes
859,64,46486646,13729971,20467589,5305758,61279354,29905254,13,30,13,4,16,29,363,5000000,No,3,Yes
860,65,53367399,64654388,50580865,55326381,58822343,13228985,20,0,22,15,7,29,365,5000000,Yes,3,No
861,41,30472276,51870080,21631124,51774043,22925059,6969063,24,21,23,28,23,24,351,5000000,Yes,5,Yes
862,64,56130944,15970134,20351522,45665473,34652110,38370043,11,30,29,27,0,5,381,5000000,No,4,Yes
863,60,1237619,2023633,68538779,31249418,8052422,39923480,3,3,22,3,17,22,400,5000000,Yes,5,Yes
864,25,13270080,22445660,1185470,9491214,13507921,53488853,26,1,17,2,28,6,310,5000000,Yes,3,Yes
865,64,31175681,19119148,67871389,47357800,53695816,55928039,7,23,17,17,5,5,493,5000000,Yes,3,Yes
866,54,23114576,26975424,20701773,11111851,35387458,31261093,17,19,25,6,16,8,505,5000000,Yes,5,Yes
867,54,57581397,16262024,49028636,40146788,29145586,15224023,17,2,19,2,13,6,436,5000000,No,3,No
868,41,41452149,40058647,63074962,69417836,27087622,32770422,7,22,3,9,6,27,428,5000000,No,4,Yes
869,18,62912716,30904508,59815171,21869565,30997487,69884506,24,21,23,25,14,28,438,5000000,Yes,5,Yes
870,36,44694126,16910465,4843116,55878634,27228897,29484517,4,30,3,7,3,8,496,5000000,Yes,4,Yes
871,54,17173157,59811171,35062517,13755528,55745791,20712919,23,6,12,28,22,3,451,5000000,No,3,Yes
872,23,38222416,69296389,19985406,57492213,38116116,40152176,25,9,3,12,26,20,434,5000000,No,5,Yes
873,41,25554046,47402087,38003643,46132087,24202204,35254444,27,20,30,25,21,25,393,5000000,No,5,Yes
874,63,3433762,7881769,57762398,30717025,11531745,61197098,16,14,24,10,16,23,362,5000000,Yes,3,Yes
875,63,32027821,46250250,39757217,56334018,22000606,47142577,1,1,1,9,9,0,443,5000000,No,5,Yes
876,38,34064741,21535002,60508823,28771740,8973106,30455274,29,23,16,24,19,11,330,5000000,Yes,4,Yes
877,43,54680947,45195088,749548,33135231,65418840,49224620,7,7,28,4,4,12,410,5000000,Yes,5,Yes
878,36,11409424,31989698,25182395,63220176,8412481,51074448,8,5,20,17,14,16,385,5000000,Yes,5,Yes
879,21,44965064,44908860,32292640,34821684,66268861,26540945,19,28,14,21,14,2,333,5000000,No,3,No
880,31,60452736,25674487,20754868,26674522,37174704,6349074,11,6,15,27,10,28,372,5000000,Yes,3,Yes
881,52,39071898,59763748,69908191,7181118,8540959,59470887,25,1,2,29,20,6,422,5000000,Yes,5,Yes
882,38,5979040,1955055,12262290,42997022,15149276,15405445,28,5,21,9,6,5,459,5000000,Yes,3,Yes
883,60,63067651,16849262,8143224,11101469,55918129,41014697,14,10,16,3,12,27,308,5000000,Yes,5,Yes
884,21,63732616,20256903,15213518,51840072,21720756,69070881,26,24,11,9,22,20,434,5000000,Yes,5,Yes
885,43,38971321,32086154,49601325,44297996,60736335,43397555,19,4,24,3,22,13,342,5000000,Yes,4,Yes
886,65,6618154,34890445,32608234,42493563,64540892,53293047,16,26,21,9,8,1,462,5000000,No,5,Yes
887,64,28929291,23397466,45188508,14340512,69148528,35194782,5,15,15,15,11,18,407,5000000,No,5,Yes
888,20,45262495,4404095,45664335,1416020,61690081,20204533,1,9,24,15,13,6,389,5000000,No,5,Yes
889,51,52118690,67857342,52257236,13175315,40996206,7993504,6,0,26,25,5,5,391,5000000,No,4,Yes
890,18,5475550,7185149,67548597,55877528,37890199,47258142,4,21,11,14,3,4,419,5000000,Yes,4,Yes
891,41,39051238,12227789,23595721,68308294,54262227,53633958,1,19,19,4,27,24,350,5000000,Yes,4,Yes
892,53,35995396,53991657,65551633,48007372,11157418,50306649,4,27,12,27,14,13,389,5000000,Yes,4,Yes
893,48,23295212,68673354,44473698,14160641,47468690,22012646,0,29,18,19,10,25,397,5000000,No,5,Yes
894,25,52828572,1716149,56156559,52640939,49561507,65978652,18,30,13,1,25,2,507,5000000,Yes,5,Yes
895,38,2923845,15223785,59475201,32558881,26099232,60422027,23,13,23,24,22,25,389,5000000,No,3,Yes
896,56,64390435,60838110,35526318,39578483,23787140,63934411,3,18,8,21,8,16,411,5000000,Yes,4,Yes
897,53,64389076,1299053,33486798,40152394,34181291,33426467,12,24,13,16,12,27,371,5000000,No,4,Yes
898,30,51892573,56739897,69192820,9636791,45090425,35785333,7,1,22,14,18,16,448,5000000,Yes,4,Yes
899,25,56016401,57815278,34329034,41239868,51642087,57050862,9,19,10,11,6,10,469,5000000,Yes,3,Yes
900,33,51211128,5214476,20542420,12350686,52723677,49310148,4,16,5,22,16,15,320,5000000,No,4,Yes
901,18,46622427,37580606,34450455,55300411,12205065,53376790,27,4,12,6,8,6,309,5000000,Yes,3,Yes
902,37,4784835,30731021,29104718,24697635,14833797,62035075,0,29,15,14,30,24,388,5000000,No,3,No
903,28,24274565,28478385,7345493,59937607,22175733,19207854,8,28,29,20,20,22,421,5000000,No,3,Yes
904,31,48249964,18297529,27247495,42155633,9949991,62643046,8,22,10,22,29,28,394,5000000,Yes,1,No
905,28,22756495,59669326,47382864,25967680,29005135,54638104,16,20,23,13,26,22,479,5000000,No,5,Yes
906,46,27999652,49064984,44994551,38420070,34665589,44132469,23,25,4,6,14,10,476,5000000,No,5,Yes
907,48,54335297,33029557,65982025,31849133,52802069,29499486,13,3,3,28,11,4,327,5000000,Yes,3,Yes
908,19,34627465,66711687,59291739,57825747,16837756,40351353,23,13,20,22,19,13,491,5000000,Yes,5,Yes
909,62,27206531,8542966,67922957,24211746,50568803,5786151,26,28,2,7,13,4,360,5000000,Yes,5,Yes
910,41,2541763,49528607,4221962,56072156,629674,15924921,15,23,26,19,15,5,421,5000000,No,4,Yes
911,61,53897285,46117223,5922258,7222744,16148708,30839695,5,24,5,19,30,30,477,5000000,No,3,Yes
912,30,51531363,25248872,45320371,63598176,69901796,14824604,12,3,6,12,22,14,331,5000000,Yes,5,Yes
913,55,59102877,15096177,34060320,7584284,28947917,4838120,23,18,3,11,29,2,463,5000000,No,5,Yes
914,64,42872185,19667834,43796662,60219967,15761821,21611184,15,1,26,22,11,24,488,5000000,Yes,4,Yes
915,26,52191834,22675809,16757805,60823187,14590231,51877182,1,21,22,8,0,5,443,5000000,No,3,No
916,50,34989467,52766280,48783164,69503131,31723713,8737629,21,19,3,7,4,11,432,5000000,No,5,Yes
917,18,2373966,49404471,53752264,19665944,16183136,19121021,3,11,20,13,5,1,428,5000000,Yes,4,Yes
918,28,27810500,12926998,1233781,35684290,48086754,55496813,0,23,29,25,27,14,398,5000000,Yes,3,Yes
919,46,59993091,69645858,53638182,11850410,50862274,1963259,27,23,23,13,28,6,513,5000000,Yes,1,No
920,58,51538330,11167730,44986828,23736988,69215743,31711671,11,9,9,22,13,25,380,5000000,No,2,No
921,21,14550107,11478042,55961033,7226514,25815627,60429013,19,2,16,11,17,27,338,5000000,Yes,3,Yes
922,50,3674789,50967221,59766538,28653470,41557207,53887408,23,3,20,7,20,4,401,5000000,Yes,4,Yes
923,32,21662106,44470737,28081038,25537166,39496664,34313179,15,1,4,10,18,21,421,5000000,No,3,No
924,42,13256573,68630786,52000963,6861881,65348008,43357725,23,5,0,14,25,14,384,5000000,Yes,4,Yes
925,22,53329441,61728659,4319652,53906443,44800588,7817087,13,12,23,19,30,13,486,5000000,No,3,Yes
926,18,28120622,53207528,50856756,51250163,63854466,37167864,22,28,3,21,6,12,400,5000000,Yes,3,Yes
927,43,62909122,68660679,59359203,38184127,5894449,18137537,24,6,30,11,10,18,459,5000000,Yes,4,Yes
928,30,66219722,25549007,12826232,36277664,16172958,43007659,7,10,21,23,18,13,516,5000000,Yes,5,Yes
929,27,22637864,47339395,34271748,16237650,29437285,25068115,18,15,11,28,3,21,337,5000000,No,4,Yes
930,22,1446562,6625752,2642273,4832016,28219692,11663377,30,23,25,6,2,12,478,5000000,Yes,5,Yes
931,49,62901160,38608271,19022050,49137569,58060105,10701105,29,9,0,2,30,19,341,5000000,Yes,4,Yes
932,38,9960902,15886757,45491576,63513932,60803607,66232677,4,3,22,12,27,18,467,5000000,No,4,Yes
933,54,62347885,34046054,49002464,30399021,41826401,3197595,28,8,15,17,16,27,319,5000000,Yes,5,Yes
934,19,36229468,61496106,2460309,52245318,50138620,575035,15,9,6,2,8,12,435,5000000,No,2,No
935,42,29705855,66297418,35286309,44236738,27638816,7911099,13,30,22,26,8,24,464,5000000,No,3,Yes
936,47,35792278,12988577,61572266,32713236,2143702,63358100,5,2,20,30,16,8,358,5000000,Yes,5,Yes
937,49,33617122,3651487,38320821,5697499,62887145,43781793,8,21,17,16,17,30,330,5000000,Yes,5,Yes
938,38,15219816,48358847,21420337,38348124,10919392,36161439,1,8,16,28,15,4,448,5000000,No,4,Yes
939,20,39202421,62068565,7448200,54762981,43328437,64259630,26,17,29,27,3,8,413,5000000,No,4,Yes
940,36,30299150,12154034,5446796,7709942,69649238,17462212,27,21,28,10,4,0,493,5000000,Yes,3,No
941,40,31644905,24150511,25049769,60717088,26043146,52253214,23,4,26,3,22,7,419,5000000,Yes,3,Yes
942,35,64403228,37308831,69903244,19643046,53100668,9985896,19,27,23,2,23,1,447,5000000,Yes,3,Yes
943,24,17672457,36287839,45159103,29732011,42529564,53411536,28,14,19,19,18,0,363,5000000,No,2,No
944,43,30410769,59213947,47869825,2855293,34541197,43973012,24,24,17,24,22,30,324,5000000,Yes,3,No
945,55,51255131,4789875,61595188,32852407,5542865,44731374,22,7,19,18,17,5,507,5000000,No,3,Yes
946,39,22843294,69162911,62660564,15711410,62175027,22254313,2,7,30,13,10,0,453,5000000,Yes,5,Yes
947,45,19047877,59304563,59853261,38566297,8056038,8460485,9,8,5,3,9,3,473,5000000,Yes,4,Yes
948,51,32470813,35835527,63876198,58880049,54777679,45092168,27,2,23,0,30,3,406,5000000,Yes,4,Yes
949,42,12894765,29312870,13450445,6041627,9556543,47894604,5,11,1,19,14,29,328,5000000,Yes,5,Yes
950,29,11771919,40108607,4616148,25641398,2979099,21074026,30,0,15,20,23,16,324,5000000,No,5,Yes
951,49,6258719,33599083,54628094,2909763,35830811,49387268,0,3,30,30,28,25,451,5000000,Yes,5,Yes
952,19,5984365,68165217,13532807,69424652,58874320,19400451,14,9,18,18,26,20,497,5000000,Yes,4,Yes
953,33,18557979,39077495,24916563,12441562,5432831,65380438,25,30,4,0,4,14,368,5000000,No,2,No
954,41,38085568,37787051,37835781,61469789,20923233,49923033,24,5,0,3,6,20,349,5000000,No,3,Yes
955,37,9028245,13386486,67195360,66376899,7938327,67516555,9,5,1,10,7,19,478,5000000,Yes,3,No
956,39,47877980,62556595,69890402,52308860,26063387,21704683,3,4,25,9,17,25,358,5000000,Yes,3,Yes
957,36,51305070,11680116,34750989,16359723,63797238,41277931,27,13,26,4,23,12,455,5000000,Yes,5,Yes
958,46,62958828,22334504,3714814,47320584,9020709,13555978,19,16,19,14,16,22,385,5000000,Yes,3,No
959,21,15533709,7796469,24544126,14050858,52119738,41979988,1,25,4,17,26,25,420,5000000,Yes,3,Yes
960,44,42697722,672858,57275541,10010659,34995956,43230471,18,13,24,30,2,7,316,5000000,No,5,Yes
961,23,36640898,27442852,31484544,49190900,14653282,47783069,20,18,25,13,29,1,307,5000000,Yes,3,Yes
962,39,59820262,40761531,63301818,21068902,7770092,22386965,23,21,1,23,20,2,344,5000000,Yes,3,Yes
963,27,47593303,51455979,63826233,41577375,66844892,36862926,18,30,13,23,21,17,332,5000000,Yes,5,Yes
964,37,64849832,9280534,14746720,9506524,28626900,32535138,28,13,0,11,1,29,429,5000000,No,5,Yes
965,53,62703003,44101925,9995588,12708201,23562913,20234474,7,26,13,5,11,16,349,5000000,Yes,2,No
966,28,64131492,29676815,5923276,35407761,55223735,50593120,27,3,21,9,25,27,343,5000000,No,4,Yes
967,62,28010219,14271541,10952597,46466906,765451,43887139,24,28,6,14,0,30,512,5000000,Yes,5,Yes
968,37,34593779,17015059,23751490,20668803,50749379,57887251,12,8,28,14,29,12,328,5000000,Yes,4,Yes
969,62,40647207,67006902,9302534,69858702,10666984,29968397,7,29,12,25,13,11,397,5000000,Yes,4,Yes
970,55,26141172,21439362,25153479,61098101,13715752,7371203,3,10,6,14,20,11,329,5000000,Yes,5,Yes
971,62,63501993,35134750,35546942,43986145,12767214,62465811,10,22,22,12,25,13,371,5000000,No,4,Yes
972,47,52504192,66343582,29764663,25700365,10456141,53358756,1,23,8,3,20,11,442,5000000,No,5,Yes
973,53,58143260,39715758,5807045,38710416,61110338,570881,30,16,15,5,17,15,399,5000000,Yes,3,Yes
974,46,45451866,57890206,11326143,4637258,29863435,3393852,3,1,25,29,24,7,485,5000000,Yes,5,Yes
975,26,31478349,42186431,48000948,11457655,14126749,36996248,30,16,12,24,24,16,396,5000000,No,4,Yes
976,36,2259176,67470914,50292967,43968155,45970052,29865684,21,21,4,7,26,26,345,5000000,Yes,3,Yes
977,30,66465753,57123393,20554869,54510090,25945630,18485443,12,21,17,2,9,6,472,5000000,No,4,Yes
978,63,21102228,7505556,26378153,62945418,14552971,44291128,26,8,27,15,18,26,441,5000000,Yes,5,Yes
979,24,4595402,54039857,1240448,15790927,51376451,12065026,12,3,15,21,5,12,424,5000000,Yes,4,Yes
980,37,15688258,63206967,23117348,47844156,46464976,14766094,11,25,18,0,26,16,447,5000000,Yes,3,No
981,30,45972291,3913410,35611946,66028399,45086604,26017050,11,22,23,12,22,4,326,5000000,No,2,No
982,28,60688914,59395515,46002662,24730227,65754121,19529351,18,23,16,6,23,28,475,5000000,Yes,4,Yes
983,56,9359844,51290779,40438297,6463940,62328178,23177103,2,22,8,16,3,19,344,5000000,Yes,2,No
984,35,36874071,55144328,50345233,39979548,25894750,12189775,11,26,22,0,25,3,468,5000000,Yes,3,Yes
985,22,36479506,18533898,33246498,51368609,59767368,66511829,11,20,30,12,5,27,478,5000000,Yes,3,Yes
986,45,38732823,55548210,24291849,8061908,2127369,19618128,7,17,0,6,11,1,383,5000000,Yes,3,Yes
987,47,16593075,31622901,43297268,61719111,55451157,10207142,1,10,21,23,25,8,333,5000000,Yes,5,Yes
988,20,67229004,28928385,54556967,35600593,62136581,32087103,22,24,18,18,28,10,515,5000000,No,5,Yes
989,56,23200296,39001065,53112010,28291658,35917366,30711401,8,29,0,27,17,22,510,5000000,No,5,Yes
990,51,46503010,54671192,53374377,60118105,14520038,50067921,27,27,24,13,6,3,503,5000000,No,5,Yes
991,31,65422601,36410635,49161180,32905191,55073003,27773546,7,7,22,18,16,24,428,5000000,Yes,4,Yes
992,36,51493886,5904292,5839036,25486792,45836439,58819002,6,4,2,4,29,29,405,5000000,Yes,4,Yes
993,61,41380230,32347016,18421655,15575937,22170627,3329872,23,23,14,18,21,13,327,5000000,Yes,4,Yes
994,29,6745684,66412957,30945017,65067624,56824929,20551488,13,11,29,22,27,30,380,5000000,Yes,5,Yes
995,40,37968520,68669157,27802473,39325944,55327342,62579032,29,14,15,20,3,28,309,5000000,Yes,5,Yes
996,18,3260551,14747995,20122821,37227780,8898092,50702387,3,17,10,26,10,15,356,5000000,No,2,No
997,33,37775667,3337239,36161849,2399271,23393266,59085956,3,22,24,28,15,10,432,5000000,Yes,2,No
998,30,56209944,26401346,53388523,56908056,53013338,67990413,11,15,16,3,26,5,384,5000000,Yes,4,Yes
999,48,5800565,21444100,66320562,5092373,28257198,56907102,6,3,11,27,8,13,418,5000000,Yes,4,Yes
1000,22,1017361,14559180,20699650,69622145,5636816,12982256,29,6,1,13,20,17,302,5000000,Yes,5,Yes
1001,18,60055600,20270408,825400,17799166,13161887,47396864,26,13,16,14,16,18,426,5000000,Yes,5,Yes
1002,38,7784891,47547381,55486319,30972035,34854139,12435254,14,29,16,25,20,10,432,5000000,Yes,5,Yes
1003,39,18979351,31089292,25131332,67000858,68645894,56913034,12,23,27,25,8,22,450,5000000,Yes,3,Yes
1004,61,41342746,41130731,23007123,16053461,9049831,54147950,7,11,12,10,16,20,472,5000000,Yes,5,Yes
1005,50,38872501,16524619,55526878,16749867,14246873,52367649,14,24,28,15,6,0,339,5000000,Yes,5,Yes
1006,49,56881296,36718356,48782268,62739155,5868966,4825270,16,16,21,18,11,24,379,5000000,Yes,3,Yes
1007,31,4522862,36665496,56468603,3540216,9526986,25301453,29,0,13,30,10,20,412,5000000,Yes,3,Yes
1008,26,66380676,25407240,60060682,57029161,57892848,48674269,9,16,26,13,12,16,480,5000000,No,3,No
1009,45,15083706,23380673,47453202,52170752,939931,17033258,0,23,9,30,1,30,373,5000000,Yes,4,Yes
1010,55,14344945,7384241,31558778,17875414,1103334,18724055,15,15,25,22,19,26,512,5000000,Yes,4,Yes
1011,23,28071072,5451245,54589662,51595373,13771061,19399133,16,2,29,0,7,10,322,5000000,No,5,Yes
1012,38,36776031,23829633,43385608,8479738,58902539,5569842,22,17,18,10,17,10,316,5000000,No,5,Yes
1013,19,61094899,46657575,11774072,44092743,55807907,47073157,22,15,14,21,6,10,473,5000000,Yes,5,Yes
1014,35,6061990,25913330,848057,69659063,41694355,58880420,1,16,0,17,25,7,435,5000000,Yes,3,No
1015,23,52607681,4350976,45178952,21224121,63087810,21320557,0,22,16,24,30,5,333,5000000,No,4,Yes
1016,18,45955647,35115733,30029134,56239923,25452643,60952125,23,15,21,26,2,6,382,5000000,No,4,Yes
1017,37,30032761,29740329,30722862,63218839,2970472,23784153,18,14,11,19,10,30,472,5000000,Yes,3,Yes
1018,32,56420077,67582800,31667016,23727293,56600190,65958157,3,6,12,19,15,12,506,5000000,Yes,3,No
1019,52,48894344,44325990,3767426,65037049,65422876,58919482,15,9,4,20,30,7,518,5000000,Yes,5,Yes
1020,58,52616153,59576841,34956019,48976580,30028314,30007411,21,21,13,5,0,13,431,5000000,Yes,4,Yes
1021,34,66780980,17568918,39211311,57486672,37265250,57879419,16,28,4,25,6,5,332,5000000,No,5,Yes
1022,49,68573640,34648618,50695388,29858155,26306194,50463731,12,29,15,5,13,19,376,5000000,Yes,3,Yes
1023,46,51300700,27080496,18174281,56875632,68270442,61822398,6,6,5,24,24,10,494,5000000,Yes,5,Yes
1024,42,66777807,48332632,44751954,49706181,21111925,66242357,9,19,15,11,26,6,449,5000000,Yes,5,Yes
1025,48,37232446,21860855,33017911,42848541,60105568,46988773,2,17,0,7,28,23,506,5000000,Yes,4,Yes
1026,36,28628182,53782313,18550248,54798531,46636961,59745461,0,24,0,8,10,6,396,5000000,No,4,Yes
1027,53,8161381,58130199,45953053,7967112,27419034,31457390,26,10,16,11,28,13,358,5000000,Yes,2,No
1028,35,16132780,7479182,47905108,10791504,42492558,46662932,8,28,3,18,8,26,487,5000000,Yes,5,Yes
1029,37,1796610,8720271,69457756,64343426,25104650,50813732,18,13,25,2,3,19,372,5000000,Yes,3,Yes
1030,34,2437452,33314109,1909388,67098463,13566638,38566619,30,5,19,9,15,8,368,5000000,Yes,5,Yes
1031,58,48385402,43001243,50302914,53046260,64362639,55224381,7,10,12,29,18,22,504,5000000,No,5,Yes
1032,45,11156382,41778790,20139057,61211377,10318390,56083862,23,15,18,4,22,12,471,5000000,Yes,5,Yes
1033,64,35229151,30682323,9337001,1358353,48509852,52651621,17,0,18,2,12,21,505,5000000,Yes,4,Yes
1034,57,12555302,8429015,48780435,61782902,68010514,64747502,28,29,11,26,0,8,481,5000000,Yes,5,Yes
1035,48,58950467,41991032,5408722,49309505,44951345,56506722,5,27,6,0,10,11,391,5000000,No,5,Yes
1036,51,23158515,1480060,15038490,49716490,21252223,49479622,8,24,22,14,29,28,456,5000000,Yes,4,Yes
1037,34,44210961,62622693,41508612,66806308,34533072,58937887,10,25,11,23,25,0,477,5000000,Yes,5,Yes
1038,18,7387239,16506821,60610929,62947358,42399442,60792025,26,6,0,5,0,10,397,5000000,Yes,4,Yes
1039,45,24858765,35142583,9455406,18377969,65799965,60410418,19,16,21,6,12,2,497,5000000,Yes,4,Yes
1040,36,11191354,46193118,38001289,13257288,1000213,7354702,4,12,24,22,8,24,483,5000000,Yes,3,Yes
1041,24,35523215,37306791,29491962,22084557,50384471,26564266,26,29,21,5,17,9,469,5000000,Yes,2,No
1042,58,55054621,28389444,40217089,48387813,8948729,39129069,13,14,4,2,5,30,397,5000000,No,4,Yes
1043,62,60554151,11475586,14782762,1990581,11428527,60538652,9,16,10,6,22,1,354,5000000,No,4,Yes
1044,32,45825389,15934655,38772524,44098516,10255305,69969214,28,20,23,9,21,12,451,5000000,Yes,5,Yes
1045,37,6580776,46927926,27006086,31791397,61088035,59951911,30,5,0,4,12,11,358,5000000,Yes,5,Yes
1046,54,64404494,46179880,47985416,56874253,28118616,29276509,30,27,4,24,15,22,491,5000000,Yes,4,Yes
1047,63,25827573,7408815,46806042,36901949,13471743,16606831,9,3,21,3,22,22,351,5000000,No,5,Yes
1048,19,35723319,33547244,59340475,29078276,44826698,21451022,15,28,0,6,1,21,496,5000000,Yes,4,Yes
1049,33,67426163,48715060,8036928,31581318,47787788,35583449,23,7,13,22,21,6,371,5000000,No,3,Yes
1050,35,2321247,7906685,19622855,55209049,62935053,20295607,25,18,3,1,13,2,362,5000000,No,5,Yes
1051,32,13370304,44343523,52029697,65312663,40786030,27105144,14,29,16,19,27,27,498,5000000,No,5,Yes
1052,39,53689766,57059331,12249862,20851913,52456758,8693278,13,13,1,1,27,1,387,5000000,No,3,Yes
1053,54,18420840,55570105,5790711,49930973,29022358,39112744,2,5,25,29,8,23,439,5000000,No,5,Yes
1054,64,36763624,31311202,22356248,18928817,43018019,15253043,17,30,13,3,14,10,373,5000000,Yes,2,No
1055,34,51779686,15776888,57190366,59705318,17412129,784843,16,0,7,8,27,21,378,5000000,No,5,Yes
1056,52,14447040,27286415,1743561,1497114,63498583,11074716,16,3,13,4,5,1,392,5000000,Yes,3,No
1057,49,52794970,31640941,68941335,7030701,43098165,13962755,17,1,8,9,30,27,401,5000000,Yes,5,Yes
1058,35,56658710,49948268,20561603,18212593,2063362,13585775,29,29,18,10,11,27,396,5000000,Yes,5,Yes
1059,62,62753064,40950939,52969009,24310606,27884687,9405605,19,25,9,17,29,12,444,5000000,No,5,Yes
1060,47,25101912,3114049,69028722,36209423,29240762,2637886,15,2,5,13,9,2,382,5000000,Yes,3,Yes
1061,42,66549321,63790123,13594586,31389438,37126284,24871555,18,18,3,12,25,27,485,5000000,Yes,5,Yes
1062,39,58581577,11147231,34523858,60938186,23485652,47229712,3,17,2,29,25,9,424,5000000,Yes,2,No
1063,27,20018737,27771779,49364807,54031811,45453677,17319843,7,7,22,17,11,14,447,5000000,Yes,3,Yes
1064,28,45691131,37555992,41185895,61437423,67373642,16443344,5,23,18,10,22,0,477,5000000,Yes,5,Yes
1065,46,17669106,56006451,25676354,36865637,55903246,52499051,23,1,15,13,22,27,491,5000000,Yes,3,Yes
1066,45,46823488,17030955,12224561,8247839,36622823,52754054,26,25,16,20,16,13,517,5000000,No,5,Yes
1067,65,14785144,63535707,43284860,24560263,64231174,67308977,17,17,25,19,23,14,457,5000000,Yes,3,Yes
1068,47,5704808,12350750,29005473,54526079,50822164,53881746,9,26,6,7,0,25,381,5000000,Yes,3,Yes
1069,53,64878150,59258728,45941966,2394896,15049880,11510298,8,29,10,28,6,9,513,5000000,Yes,4,Yes
1070,53,67634883,51613222,29774977,60944393,27952132,17432830,6,30,9,14,7,4,303,5000000,Yes,3,Yes
1071,34,31695512,18557447,36393578,37025629,7720329,6452474,1,0,7,23,12,27,503,5000000,Yes,3,Yes
1072,25,44828636,21501739,58941266,31478789,7258809,20690897,9,18,30,21,27,26,337,5000000,No,5,Yes
1073,24,67679474,52988841,50645793,28906353,65588370,53704781,22,10,10,0,14,3,404,5000000,Yes,5,Yes
1074,37,31030399,19263059,1481706,11099461,55082344,47206579,8,26,26,13,20,24,512,5000000,No,4,Yes
1075,45,5561967,36490929,23822141,61521536,49369938,42074984,17,2,22,10,0,5,506,5000000,Yes,5,Yes
1076,43,40812475,51362097,64124137,41473395,29913237,24869374,1,27,15,4,24,9,464,5000000,Yes,5,Yes
